"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2018/B/5003",35130,"","GEM/2018/B/5003","OEM Cartridge",4,"Department of Defence","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/35130","Bid Awarded"
"GEM/2018/B/5005",35144,"","GEM/2018/B/5005","Air Conditioner",1,"Rural Development and Panchayati Raj Department Rajasthan","2018-04-26","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/35144","Bid Awarded"
"GEM/2018/B/5018",35235,"","GEM/2018/B/5018","OEM Cartridge",4,"Department of Defence","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/35235","Bid Awarded"
"GEM/2018/B/5020",35249,"","GEM/2018/B/5020","Air Conditioner",2,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35249","Bid Awarded"
"GEM/2018/B/50304",355058,"","GEM/2018/B/50304","Online UPS",2,"Technical Education Department Chhattisgarh","2018-07-19","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/355058","Bid Awarded"
"GEM/2018/B/5032",35333,"","GEM/2018/B/5032","Desktops",4,"NA","2018-04-26","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/35333","Bid Awarded"
"GEM/2018/B/50351",355401,"","GEM/2018/B/50351","Human Resource Outsourcing Service",5,"Department of Defence Production and Supply","2018-07-19","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/355401","Bid Awarded"
"GEM/2018/B/50355",355429,"","GEM/2018/B/50355","HANDHELD BRUSH CUTTER / LINE TRIMMER",5,"Central Armed Police Forces","2018-07-19","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/355429","Bid Awarded"
"GEM/2018/B/5040",35389,"","GEM/2018/B/5040","uniform jersey woolen ribbed v neck dgsd specification",22204,"Central Armed Police Forces","2018-04-26","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/35389","Bid Awarded"
"GEM/2018/B/5045",35424,"","GEM/2018/B/5045","steel  body evaporative coolers-desert cooler",25,"Central Armed Police Forces","2018-04-27","2018-05-14","https://bidplus.gem.gov.in/showbidDocument/35424","Bid Awarded"
"GEM/2018/B/5046",35431,"","GEM/2018/B/5046","scanners",1,"Labour Employment Training and Skill Department Jharkhand","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35431","Bid Awarded"
"GEM/2018/B/5047",35438,"","GEM/2018/B/5047","Desktops",1,"Department of Defence Research & Development","2018-04-26","2018-05-09","https://bidplus.gem.gov.in/showbidDocument/35438","Bid Awarded"
"GEM/2018/B/5051",35466,"","GEM/2018/B/5051","Packaged Drinking Water Service",20,"Ministry of Commerce and Industry","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/35466","Bid Awarded"
"GEM/2018/B/5054",35487,"","GEM/2018/B/5054","Scanning and Digitisation Service",75000,"Department of Pharmaceuticals","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/35487","Bid Awarded"
"GEM/2018/B/5056",35501,"","GEM/2018/B/5056"," chairs-office",20,"Urban Development Department Chhattisgarh","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35501","Bid Awarded"
"GEM/2018/B/5058",35515,"","GEM/2018/B/5058","coat combat disruptive detachable lining",2683,"Central Armed Police Forces","2018-04-26","2018-05-14","https://bidplus.gem.gov.in/showbidDocument/35515","Bid Awarded"
"GEM/2018/B/506",3641,"","GEM/2018/B/506","Printer",6,"NA","2018-04-19","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/3641","Bid Awarded"
"GEM/2018/B/5064",35557,"","GEM/2018/B/5064","Handloom Cotton Turkish, Honeycomb and Huckaback Towels",50,"NA","2018-04-26","2018-05-17","https://bidplus.gem.gov.in/showbidDocument/35557","Bid Awarded"
"GEM/2018/B/5068",35585,"","GEM/2018/B/5068","LED Luminaire (for Flood Light)",50,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35585","Bid Awarded"
"GEM/2018/B/5073",35620,"","GEM/2018/B/5073","LED Luminaire (for Flood Light)",25,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35620","Bid Awarded"
"GEM/2018/B/5077",35648,"","GEM/2018/B/5077","LED Luminaire (for Flood Light)",40,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35648","Bid Awarded"
"GEM/2018/B/5078",35655,"","GEM/2018/B/5078","Televisions",6,"Department of Telecommunications (DOT)","2018-04-26","2018-05-07","https://bidplus.gem.gov.in/showbidDocument/35655","Bid Awarded"
"GEM/2018/B/5079",35662,"","GEM/2018/B/5079","Notebook Computers-laptop",10,"NA","2018-04-26","2018-05-07","https://bidplus.gem.gov.in/showbidDocument/35662","Bid Awarded"
"GEM/2018/B/508",3655,"","GEM/2018/B/508","Backup and replication software backup or archival software",51,"Department of Defence Research & Development","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/3655","Bid Awarded"
"GEM/2018/B/5080",35669,"","GEM/2018/B/5080","Public place seating chair",40,"Urban Development Department Chhattisgarh","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35669","Bid Awarded"
"GEM/2018/B/5081",35676,"","GEM/2018/B/5081","non modular elecrical switches and accessories flush type",200,"Ministry of Shipping","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35676","Bid Awarded"
"GEM/2018/B/5087",35718,"","GEM/2018/B/5087","modular electrical switches and accessories",100,"Ministry of Shipping","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35718","Bid Awarded"
"GEM/2018/B/5094",35767,"","GEM/2018/B/5094","non modular elecrical switches and accessories flush type",30,"Ministry of Shipping","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35767","Bid Awarded"
"GEM/2018/B/5098",35795,"","GEM/2018/B/5098","Online UPS",2,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35795","Bid Awarded"
"GEM/2018/B/5102",35823,"","GEM/2018/B/5102","cloth  uniform dope dyed polyester viscose shade khaki pc khaki",840,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35823","Bid Awarded"
"GEM/2018/B/5106",35851,"","GEM/2018/B/5106","modular electrical switches and accessories",100,"Ministry of Shipping","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35851","Bid Awarded"
"GEM/2018/B/5107",35858,"","GEM/2018/B/5107","Liquid Crystal Display LCD Panel or Monitors",4,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35858","Bid Awarded"
"GEM/2018/B/5115",35914,"","GEM/2018/B/5115","OEM Cartridge",50,"Health and Family Welfare Department Delhi","2018-04-26","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/35914","Bid Awarded"
"GEM/2018/B/5116",35921,"","GEM/2018/B/5116","Layer 2 Access Switch",1,"Department of Official Language","2018-04-27","2018-05-12","https://bidplus.gem.gov.in/showbidDocument/35921","Bid Awarded"
"GEM/2018/B/5117",35928,"","GEM/2018/B/5117","steel trunk as per dgsnd drawing",6285,"Central Armed Police Forces","2018-04-26","2018-05-16","https://bidplus.gem.gov.in/showbidDocument/35928","Bid Awarded"
"GEM/2018/B/51171",361218,"","GEM/2018/B/51171","Inverter with sine wave output",177,"Excise Department Kerala","2018-07-20","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/361218","Bid Awarded"
"GEM/2018/B/5119",35942,"","GEM/2018/B/5119","non modular elecrical switches and accessories flush type",150,"Ministry of Shipping","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35942","Bid Awarded"
"GEM/2018/B/51209",361484,"","GEM/2018/B/51209","Multifunction Machines",1,"Department of Defence","2018-07-21","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/361484","Bid Awarded"
"GEM/2018/B/5127",35998,"","GEM/2018/B/5127","Tablets",1,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/35998","Bid Awarded"
"GEM/2018/B/5132",36033,"","GEM/2018/B/5132","Desktops",261,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36033","Bid Awarded"
"GEM/2018/B/5133",36040,"","GEM/2018/B/5133","Online UPS",6,"Ministry of Defence","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36040","Bid Awarded"
"GEM/2018/B/5141",36096,"","GEM/2018/B/5141","Air Conditioner",2,"NA","2018-04-26","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/36096","Bid Awarded"
"GEM/2018/B/5143",36110,"","GEM/2018/B/5143","Air Conditioner",4,"Department of Higher Education","2018-04-27","2018-05-05","https://bidplus.gem.gov.in/showbidDocument/36110","Bid Awarded"
"GEM/2018/B/5144",36117,"","GEM/2018/B/5144","LED Lamps- bulb",125,"Ministry of Shipping","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36117","Bid Awarded"
"GEM/2018/B/5147",36138,"","GEM/2018/B/5147","ac static watthour meters-Energy meter",5000,"NA","2018-04-26","2018-05-15","https://bidplus.gem.gov.in/showbidDocument/36138","Bid Awarded"
"GEM/2018/B/51471",363332,"","GEM/2018/B/51471","Electronic Weighing Scales",2,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/363332","Bid Awarded"
"GEM/2018/B/51472",363339,"","GEM/2018/B/51472","DIGITALCLOCK",6,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/363339","Bid Awarded"
"GEM/2018/B/51473",363346,"","GEM/2018/B/51473","laser speed meter",10,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/363346","Bid Awarded"
"GEM/2018/B/51474",363353,"","GEM/2018/B/51474","desktop calculator-Electronics",25,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/363353","Bid Awarded"
"GEM/2018/B/51475",363360,"","GEM/2018/B/51475","PA Speaker",4,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/363360","Bid Awarded"
"GEM/2018/B/51580",364116,"","GEM/2018/B/51580","note pads or notebooks",1000,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/364116","Bid Awarded"
"GEM/2018/B/51596",364228,"","GEM/2018/B/51596","packaging paper and kraft paper",5,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/364228","Bid Awarded"
"GEM/2018/B/5163",36250,"","GEM/2018/B/5163","seamless steel tube assembly-TUBULARS AND OTHER WROUGHT STEEL FITTINGS, RISER PIPE",48,"Public Health Engineering Department Chhattisgarh","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36250","Bid Awarded"
"GEM/2018/B/5166",36271,"","GEM/2018/B/5166","Air Conditioner",6,"Department of Revenue","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36271","Bid Awarded"
"GEM/2018/B/5167",36278,"","GEM/2018/B/5167","Drinking Water Cooler",2,"Ministry of Home Affairs","2018-05-03","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/36278","Bid Awarded"
"GEM/2018/B/5168",36285,"","GEM/2018/B/5168","toilet cleaners powder",10000,"Urban Development and Environment Department","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36285","Bid Awarded"
"GEM/2018/B/518",3725,"","GEM/2018/B/518","Printer",4,"NA","2018-04-19","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/3725","Bid Awarded"
"GEM/2018/B/5186",36411,"","GEM/2018/B/5186","Desktops",60,"NA","2018-04-26","2018-05-18","https://bidplus.gem.gov.in/showbidDocument/36411","Bid Awarded"
"GEM/2018/B/5190",36439,"","GEM/2018/B/5190","Camera for CCTV System",20,"Higher and Technical Education Department Maharashtra","2018-04-26","2018-05-26","https://bidplus.gem.gov.in/showbidDocument/36439","Bid Awarded"
"GEM/2018/B/5191",36446,"","GEM/2018/B/5191","OEM Cartridge",10,"Central Armed Police Forces","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36446","Bid Awarded"
"GEM/2018/B/5192",36453,"","GEM/2018/B/5192","Multifunction Machines",17,"Department of School Education and Literacy","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/36453","Bid Awarded"
"GEM/2018/B/5193",36460,"","GEM/2018/B/5193","Televisions",2,"Ministry of Human Resource Development","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36460","Bid Awarded"
"GEM/2018/B/5195",36474,"","GEM/2018/B/5195","Desktops",7,"Department of Defence","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36474","Bid Awarded"
"GEM/2018/B/5201",36516,"","GEM/2018/B/5201","computer servers",1,"Department of Agricultural Research and Education (DARE)","2018-04-26","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/36516","Bid Awarded"
"GEM/2018/B/5202",36523,"","GEM/2018/B/5202","Line Intractive UPS with AVR",3,"Labour Employment Training and Skill Department Jharkhand","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36523","Bid Awarded"
"GEM/2018/B/5208",36565,"","GEM/2018/B/5208","Desktops",2,"Department of Defence","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36565","Bid Awarded"
"GEM/2018/B/5211",36586,"","GEM/2018/B/5211","LED Luminaire (For Road and Street Lights)",2500,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36586","Bid Awarded"
"GEM/2018/B/5212",36593,"","GEM/2018/B/5212","Disposable Syringes",500,"Central Armed Police Forces","2018-04-26","2018-05-09","https://bidplus.gem.gov.in/showbidDocument/36593","Bid Awarded"
"GEM/2018/B/5217",36628,"","GEM/2018/B/5217","green waste reprocessor",1,"Central Police Organisation","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36628","Bid Awarded"
"GEM/2018/B/5218",36635,"","GEM/2018/B/5218","Disposable Syringes",500,"Central Armed Police Forces","2018-04-26","2018-05-09","https://bidplus.gem.gov.in/showbidDocument/36635","Bid Awarded"
"GEM/2018/B/5222",36663,"","GEM/2018/B/5222","revolving chair",5,"Ministry of Water Resources River Development and Ganga Rejuvenation","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/36663","Bid Awarded"
"GEM/2018/B/5225",36684,"","GEM/2018/B/5225","Disposable Syringes",5000,"Central Armed Police Forces","2018-04-26","2018-05-09","https://bidplus.gem.gov.in/showbidDocument/36684","Bid Awarded"
"GEM/2018/B/5227",36698,"","GEM/2018/B/5227","Disposable Syringes",1000,"Central Armed Police Forces","2018-04-26","2018-05-09","https://bidplus.gem.gov.in/showbidDocument/36698","Bid Awarded"
"GEM/2018/B/5230",36719,"","GEM/2018/B/5230","patient care beds for general use",44,"Home Department Delhi","2018-04-26","2018-05-18","https://bidplus.gem.gov.in/showbidDocument/36719","Bid Awarded"
"GEM/2018/B/5231",36726,"","GEM/2018/B/5231","Disposable Syringes",7000,"Central Armed Police Forces","2018-04-26","2018-05-07","https://bidplus.gem.gov.in/showbidDocument/36726","Bid Awarded"
"GEM/2018/B/5232",36733,"","GEM/2018/B/5232","Marking Pen- permanent, highlighter,Gel Pen,adhesive tape spindles,adhesive tape spindles",172,"Labour Employment Training and Skill Department Jharkhand","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36733","Bid Awarded"
"GEM/2018/B/5233",36740,"","GEM/2018/B/5233","Human Resource Service",2,"Department of Defence","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/36740","Bid Awarded"
"GEM/2018/B/5236",36761,"","GEM/2018/B/5236","OEM Cartridge",1,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36761","Bid Awarded"
"GEM/2018/B/5237",36768,"","GEM/2018/B/5237","Disposable Syringes",6000,"Central Armed Police Forces","2018-04-26","2018-05-09","https://bidplus.gem.gov.in/showbidDocument/36768","Bid Awarded"
"GEM/2018/B/5240",36789,"","GEM/2018/B/5240","computer workstation",1,"Department of Higher Education","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/36789","Bid Awarded"
"GEM/2018/B/5241",36796,"","GEM/2018/B/5241","USB Camera for Video Conferencing System",232,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36796","Bid Awarded"
"GEM/2018/B/5242",36803,"","GEM/2018/B/5242","electrical box extension",10,"Ministry of Water Resources River Development and Ganga Rejuvenation","2018-04-26","2018-05-12","https://bidplus.gem.gov.in/showbidDocument/36803","Bid Awarded"
"GEM/2018/B/5246",36831,"","GEM/2018/B/5246","tea bag",11,"Labour Employment Training and Skill Department Jharkhand","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36831","Bid Awarded"
"GEM/2018/B/5247",36838,"","GEM/2018/B/5247","OEM Cartridge",2,"Central Armed Police Forces","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36838","Bid Awarded"
"GEM/2018/B/5249",36852,"","GEM/2018/B/5249","power cable for direct burial xlpe ugac cable",5000,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36852","Bid Awarded"
"GEM/2018/B/5254",36887,"","GEM/2018/B/5254","tag fastener",50,"Labour Employment Training and Skill Department Jharkhand","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36887","Bid Awarded"
"GEM/2018/B/5259",36922,"","GEM/2018/B/5259","Multifunction Machines",5,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36922","Bid Awarded"
"GEM/2018/B/5263",36950,"","GEM/2018/B/5263","Security and Protective Software including Antivirus",3,"Labour Employment Training and Skill Department Jharkhand","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36950","Bid Awarded"
"GEM/2018/B/5268",36985,"","GEM/2018/B/5268","coat combat disruptive detachable lining",199,"Department of Defence Production and Supply","2018-04-26","2018-05-17","https://bidplus.gem.gov.in/showbidDocument/36985","Bid Awarded"
"GEM/2018/B/5269",36992,"","GEM/2018/B/5269","power cable for direct burial xlpe ugac cable",6000,"NA","2018-04-26","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/36992","Bid Awarded"
"GEM/2018/B/5278",37055,"","GEM/2018/B/5278","Air Conditioner",2,"Department of Health and Family Welfare","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37055","Bid Awarded"
"GEM/2018/B/5279",37062,"","GEM/2018/B/5279","OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OE",117,"Department of Defence","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37062","Bid Awarded"
"GEM/2018/B/5281",37076,"","GEM/2018/B/5281","telecommunication cable",5000,"NA","2018-05-03","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/37076","Bid Awarded"
"GEM/2018/B/5287",37118,"","GEM/2018/B/5287","OEM Cartridge",6,"Central Armed Police Forces","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37118","Bid Awarded"
"GEM/2018/B/5289",37132,"","GEM/2018/B/5289","telephone instrument single push button",400,"NA","2018-05-03","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/37132","Bid Awarded"
"GEM/2018/B/5295",37174,"","GEM/2018/B/5295","Printer",23,"Department of Health and Family Welfare","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37174","Bid Awarded"
"GEM/2018/B/5297",37188,"","GEM/2018/B/5297","Online UPS",1,"Department of Defence Research & Development","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/37188","Bid Awarded"
"GEM/2018/B/530",3809,"","GEM/2018/B/530","boot high ankle leather dvs",160,"Department of Defence","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/3809","Bid Awarded"
"GEM/2018/B/5300",37209,"","GEM/2018/B/5300","Notebook Computers-laptop",1,"Public Works Department Chhattisgarh","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37209","Bid Awarded"
"GEM/2018/B/5304",37237,"","GEM/2018/B/5304","OEM Cartridge",6,"Central Armed Police Forces","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37237","Bid Awarded"
"GEM/2018/B/5306",37251,"","GEM/2018/B/5306","Fogging Machine",3,"Local Government Department Punjab","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37251","Bid Awarded"
"GEM/2018/B/5307",37258,"","GEM/2018/B/5307","Notebook Computers-laptop",1,"Home Department Jammu and Kashmir","2018-04-26","2018-05-14","https://bidplus.gem.gov.in/showbidDocument/37258","Bid Awarded"
"GEM/2018/B/531",3816,"","GEM/2018/B/531","Desktops",12,"Department of Revenue","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/3816","Bid Awarded"
"GEM/2018/B/5317",37328,"","GEM/2018/B/5317","LED Luminaire (For Road and Street Lights)",80,"Higher and Technical Education Department Maharashtra","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37328","Bid Awarded"
"GEM/2018/B/5318",37335,"","GEM/2018/B/5318","Televisions",2,"Public Works Department Chhattisgarh","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37335","Bid Awarded"
"GEM/2018/B/5319",37342,"","GEM/2018/B/5319","Lever Arch File",100,"Ministry of Water Resources River Development and Ganga Rejuvenation","2018-04-26","2018-05-12","https://bidplus.gem.gov.in/showbidDocument/37342","Bid Awarded"
"GEM/2018/B/5320",37349,"","GEM/2018/B/5320","Drinking Water Cooler",2,"Public Works Department Chhattisgarh","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37349","Bid Awarded"
"GEM/2018/B/5324",37377,"","GEM/2018/B/5324","almirah- Steel",9,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37377","Bid Awarded"
"GEM/2018/B/5334",37447,"","GEM/2018/B/5334","Mosquito Net LLINs",4284,"Central Armed Police Forces","2018-05-08","2018-05-23","https://bidplus.gem.gov.in/showbidDocument/37447","Bid Awarded"
"GEM/2018/B/5336",37461,"","GEM/2018/B/5336","Wooden Pencil",500,"Ministry of Water Resources River Development and Ganga Rejuvenation","2018-04-26","2018-05-12","https://bidplus.gem.gov.in/showbidDocument/37461","Bid Awarded"
"GEM/2018/B/5345",37524,"","GEM/2018/B/5345","Air Conditioner",37,"NA","2018-04-26","2018-05-07","https://bidplus.gem.gov.in/showbidDocument/37524","Bid Awarded"
"GEM/2018/B/5347",37538,"","GEM/2018/B/5347","Marking Pen- permanent, highlighter",500,"Ministry of Water Resources River Development and Ganga Rejuvenation","2018-04-26","2018-05-12","https://bidplus.gem.gov.in/showbidDocument/37538","Bid Awarded"
"GEM/2018/B/5353",37580,"","GEM/2018/B/5353","detergent surfactant powder",18651,"Department of Defence","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37580","Bid Awarded"
"GEM/2018/B/5365",37664,"","GEM/2018/B/5365"," chairs-office",35,"Ministry of Human Resource Development","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/37664","Bid Awarded"
"GEM/2018/B/5380",37769,"","GEM/2018/B/5380","Air Conditioner",2,"NA","2018-04-26","2018-05-07","https://bidplus.gem.gov.in/showbidDocument/37769","Bid Awarded"
"GEM/2018/B/5391",37846,"","GEM/2018/B/5391","All in one",1,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37846","Bid Awarded"
"GEM/2018/B/5403",37930,"","GEM/2018/B/5403","poct point of care test and bio markers",1,"Central Armed Police Forces","2018-04-26","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/37930","Bid Awarded"
"GEM/2018/B/5409",37972,"","GEM/2018/B/5409","Embedded Linux Based Biometric Attendance System",34,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37972","Bid Awarded"
"GEM/2018/B/5410",37979,"","GEM/2018/B/5410","computer servers",1,"Department of Defence","2018-04-26","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/37979","Bid Awarded"
"GEM/2018/B/5413",38000,"","GEM/2018/B/5413","Desktops",4,"Department of Defence","2018-04-26","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/38000","Bid Awarded"
"GEM/2018/B/5416",38021,"","GEM/2018/B/5416","OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OE",92,"Department of Defence","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38021","Bid Awarded"
"GEM/2018/B/5419",38042,"","GEM/2018/B/5419","OEM Cartridge",14,"Department of Defence","2018-04-26","2018-05-11","https://bidplus.gem.gov.in/showbidDocument/38042","Bid Awarded"
"GEM/2018/B/5421",38056,"","GEM/2018/B/5421","Multifunction Machines",1,"Department of Defence Research & Development","2018-04-27","2018-05-15","https://bidplus.gem.gov.in/showbidDocument/38056","Bid Awarded"
"GEM/2018/B/5430",38119,"","GEM/2018/B/5430","OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OEM Cartridge,OE",134,"Department of Defence","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38119","Bid Awarded"
"GEM/2018/B/5431",38126,"","GEM/2018/B/5431","bathroom or toilet mirror",40,"NA","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38126","Bid Awarded"
"GEM/2018/B/5434",38147,"","GEM/2018/B/5434","Printer",7,"Department of Defence","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38147","Bid Awarded"
"GEM/2018/B/5436",38161,"","GEM/2018/B/5436"," chairs-office",8,"Department of Defence Production and Supply","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38161","Bid Awarded"
"GEM/2018/B/545",3914,"","GEM/2018/B/545","Tablet Based Biometric Attendance System",30,"Department of Higher Education","2018-05-07","2018-05-17","https://bidplus.gem.gov.in/showbidDocument/3914","Bid Awarded"
"GEM/2018/B/5455",38294,"","GEM/2018/B/5455","Surveillance Hard disk",4,"Higher and Technical Education Department Maharashtra","2018-04-27","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/38294","Bid Awarded"
"GEM/2018/B/547",3928,"","GEM/2018/B/547","Desktops",3,"NA","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/3928","Bid Awarded"
"GEM/2018/B/5472",38413,"","GEM/2018/B/5472","Layer 2 Access Switch",2,"Higher and Technical Education Department Maharashtra","2018-04-27","2018-05-27","https://bidplus.gem.gov.in/showbidDocument/38413","Bid Awarded"
"GEM/2018/B/5475",38434,"","GEM/2018/B/5475","Notebook Computers-laptop",9,"Law Department Uttar Pradesh","2018-04-30","2018-05-15","https://bidplus.gem.gov.in/showbidDocument/38434","Bid Awarded"
"GEM/2018/B/5482",38483,"","GEM/2018/B/5482","laundry soap",34818,"Department of Defence","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38483","Bid Awarded"
"GEM/2018/B/5487",38518,"","GEM/2018/B/5487","Restaurant Table",12,"RAJASTHAN","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38518","Bid Awarded"
"GEM/2018/B/5490",38539,"","GEM/2018/B/5490","detergent surfactant powder",1032,"Department of Defence","2018-04-27","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38539","Bid Awarded"
