key,bid,bid_no,ra_no,items,quantity,department,startdate,enddate,document,status
GEM/2018/B/45878,323516,,GEM/2018/B/45878,"Gel Pen,Envelopes,Envelopes,Envelopes,Gum (Paper Adhesives, Liquid Gum and Office Paste Type),Air Fr",207,Department of Ex-Servicemen Welfare,12-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/323516,Technical Evaluated
GEM/2018/B/35007,246187,,GEM/2018/B/35007,OEM Cartridge/ Consumable,9,Department of Defence,13-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/246187,Technical Evaluated
GEM/2018/B/48014,338769,,GEM/2018/B/48014,Vehicle Hiring Service (Long Term),2,Department of Defence,16-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/338769,Technical Evaluated
GEM/2018/B/47532,335304,,GEM/2018/B/47532,pulse oximeter units line powered,100,Health and Family Welfare Department Himachal Pradesh,16-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/335304,Technical Evaluated
GEM/2018/B/47531,335297,,GEM/2018/B/47531,COMPUTED RADIOGRAPHY SYSTEM,1,Health and Family Welfare Department Himachal Pradesh,16-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/335297,Technical Evaluated
GEM/2018/B/46566,328437,,GEM/2018/B/46566,Cables suitable for CCTV System (Accessories),1000,NA,13-07-2018,19-07-2018,https://bidplus.gem.gov.in/showbidDocument/328437,Technical Evaluated
GEM/2018/B/46565,328430,,GEM/2018/B/46565,Surveillance Hard disk,6,NA,14-07-2018,19-07-2018,https://bidplus.gem.gov.in/showbidDocument/328430,Technical Evaluated
GEM/2018/B/49443,348968,,GEM/2018/B/49443,All in one,9,Department of Health and Family Welfare,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/348968,Technical Evaluated
GEM/2018/B/48121,339518,,GEM/2018/B/48121,lead acid battery,26,Department of Defence Research & Development,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/339518,Technical Evaluated
GEM/2018/B/47711,336606,,GEM/2018/B/47711,"Printer,Multifunction Machines,Online UPS,Desktops",8,Department of Defence,17-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/336606,Technical Evaluated
GEM/2018/B/40557,285737,,GEM/2018/B/40557,"folder binding accessories- dak pad ,file board- flap,Gel Pen,pins or tacks,pins or tacks,Ink for St",635,Central Armed Police Forces,03-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/285737,Technical Evaluated
GEM/2018/B/44874,316383,,GEM/2018/B/44874,logic analyzer,1,Medical Health and Family Welfare Department Uttar Pradesh,18-07-2018,22-07-2018,https://bidplus.gem.gov.in/showbidDocument/316383,Technical Evaluated
GEM/2018/B/49629,350312,,GEM/2018/B/49629,single texture white rubberized waterproof nylon fabric rain capes with attached hood,1000,Rural Development & Panchayat Department Andaman,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/350312,Technical Evaluated
GEM/2018/B/49605,350137,,GEM/2018/B/49605,Rescue Line Launcher,4,Medical Health and Family Welfare Department Uttar Pradesh,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/350137,Technical Evaluated
GEM/2018/B/49583,349983,,GEM/2018/B/49583,Desktops,5,NA,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/349983,Technical Evaluated
GEM/2018/B/49567,349864,,GEM/2018/B/49567,green waste reprocessor,1,Central Armed Police Forces,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/349864,Technical Evaluated
GEM/2018/B/49479,349227,,GEM/2018/B/49479,Metal Shelving Racks,1900,Department of Defence,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/349227,Technical Evaluated
GEM/2018/B/48353,341184,,GEM/2018/B/48353,"Diaries-printed-plain- register-,Correction pens- white fluid,Eraser,adhesive tape spindles,Ball Poi",4000,Department of Scientific and Industrial Research (DSIR),17-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/341184,Technical Evaluated
GEM/2018/B/42754,301277,,GEM/2018/B/42754,patient care beds for general use,22,NA,06-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/301277,Technical Evaluated
GEM/2018/B/40238,283476,,GEM/2018/B/40238,computer servers,2,Department of Defence,03-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/283476,Technical Evaluated
GEM/2018/B/41976,295789,,GEM/2018/B/41976,Air Conditioner,12,Department of Atomic Energy,09-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/295789,Technical Evaluated
GEM/2018/B/37009,260460,,GEM/2018/B/37009,Multimedia Projectors,3,Department of Higher Education,28-06-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/260460,Technical Evaluated
GEM/2018/B/34351,241539,,GEM/2018/B/34351, chairs-office,60,NA,22-06-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/241539,Technical Evaluated
GEM/2018/B/43432,306107,,GEM/2018/B/43432,"lead acid battery,lead acid battery,lead acid battery,lead acid battery",15,N/A,07-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/306107,Technical Evaluated
GEM/2018/B/43417,306002,,GEM/2018/B/43417,"lead acid battery,lead acid battery",25,N/A,07-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/306002,Technical Evaluated
GEM/2018/B/39799,280354,,GEM/2018/B/39799,tents tent extendable frame supported complete with accessories,100,Central Armed Police Forces,02-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/280354,Technical Evaluated
GEM/2018/B/39324,276952,,GEM/2018/B/39324,common and special proofed tarpaulins  in square mtrs,5,Central Armed Police Forces,02-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/276952,Technical Evaluated
GEM/2018/B/44063,310580,,GEM/2018/B/44063,power cable for direct burial xlpe ugac cable,250,Department of Defence Research & Development,09-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/310580,Technical Evaluated
GEM/2018/B/44022,310293,,GEM/2018/B/44022,power cable for direct burial xlpe ugac cable,250,Department of Defence Research & Development,09-07-2018,13-07-2018,https://bidplus.gem.gov.in/showbidDocument/310293,Technical Evaluated
GEM/2018/B/44183,311434,,GEM/2018/B/44183,Printer,1,Department of Defence,09-07-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/311434,Technical Evaluated
GEM/2018/B/44180,311413,,GEM/2018/B/44180,lead acid battery,3,Department of Defence,09-07-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/311413,Technical Evaluated
GEM/2018/B/35566,250149,,GEM/2018/B/35566,LED Luminaire (For Road and Street Lights),700,NA,25-06-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/250149,Technical Evaluated
GEM/2018/B/44073,310650,,GEM/2018/B/44073,blood pressure recording units,10,Urban Development Department Delhi,09-07-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/310650,Technical Evaluated
GEM/2018/B/33327,234259,,GEM/2018/B/33327,Utility Vehicles,150,Home Department Kerala,21-06-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/234259,Technical Evaluated
GEM/2018/B/43995,310090,,GEM/2018/B/43995,Printer or photo Copier Paper,200,NA,09-07-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/310090,Technical Evaluated
GEM/2018/B/42022,296118,,GEM/2018/B/42022,revolving chair,19,Indian Audit and Accounts Department,05-07-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/296118,Technical Evaluated
GEM/2018/B/37817,266179,,GEM/2018/B/37817,Air Conditioner,2,Ministry of Health and Family Welfare,28-06-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/266179,Technical Evaluated
GEM/2018/B/43905,309460,,GEM/2018/B/43905,Security and Protective Software including Antivirus,80,NA,09-07-2018,12-07-2018,https://bidplus.gem.gov.in/showbidDocument/309460,Technical Evaluated
GEM/2018/B/48802,344446,,GEM/2018/B/48802,Rescue Line Launcher,10,Health and Family Welfare Department Himachal Pradesh,17-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/344446,Technical Evaluated
GEM/2018/B/48295,340771,,GEM/2018/B/48295,OEM Cartridge/ Consumable,4,Department of Defence,17-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/340771,Technical Evaluated
GEM/2018/B/48255,340491,,GEM/2018/B/48255,"OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consuma",11,Department of Defence,17-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/340491,Technical Evaluated
GEM/2018/B/45533,321066,,GEM/2018/B/45533,Vehicle Hiring Service (Long Term),1,Department of Defence Research & Development,11-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/321066,Technical Evaluated
GEM/2018/B/48526,342409,,GEM/2018/B/48526,brooms,100,Central Police Organisation,17-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/342409,Technical Evaluated
GEM/2018/B/48197,340071,,GEM/2018/B/48197,Potable water purification system,2,Central Armed Police Forces,17-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/340071,Technical Evaluated
GEM/2018/B/46146,325413,,GEM/2018/B/46146,patient care mattresses,40,Rural Development and Panchayati Raj Department Rajasthan,12-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/325413,Technical Evaluated
GEM/2018/B/48462,341947,,GEM/2018/B/48462,Air Conditioner,3,Technical Education Department Uttar Pradesh,17-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/341947,Technical Evaluated
GEM/2018/B/48447,341842,,GEM/2018/B/48447,allethrin mosquito  coils,700,Central Police Organisation,17-07-2018,20-07-2018,https://bidplus.gem.gov.in/showbidDocument/341842,Technical Evaluated
GEM/2018/B/49317,348086,,GEM/2018/B/49317,"Correction pens- white fluid,glue stick,Folders-file cover,Ball Point Pen,Envelopes,Gel Pen,Foolscap",6100,Department of Defence,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/348086,Technical Evaluated
GEM/2018/B/49309,348030,,GEM/2018/B/49309,Multifunction Machines,3,Indian Audit and Accounts Department,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/348030,Technical Evaluated
GEM/2018/B/41033,289104,,GEM/2018/B/41033,Air Conditioner,15,Health and Family Welfare Department Chhattisgarh,05-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/289104,Technical Evaluated
GEM/2018/B/47981,338531,,GEM/2018/B/47981,"OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consumable",19,Militry Engineering Services,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/338531,Technical Evaluated
GEM/2018/B/49038,346105,,GEM/2018/B/49038,COMPUTED RADIOGRAPHY SYSTEM,1,Health and Family Welfare Department Delhi,18-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/346105,Technical Evaluated
GEM/2018/B/42350,298435,,GEM/2018/B/42350,writing paper,1,Punjab Armed Police,06-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/298435,Technical Evaluated
GEM/2018/B/42145,296979,,GEM/2018/B/42145,synthetic web equipment improved version,320,Department of Defence,06-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/296979,Technical Evaluated
GEM/2018/B/45328,319631,,GEM/2018/B/45328,Printer or photo Copier Paper,500,Ministry of Defence,11-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/319631,Technical Evaluated
GEM/2018/B/48426,341695,,GEM/2018/B/48426,anti set off spray powder,740,Department of Defence,17-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/341695,Technical Evaluated
GEM/2018/B/48844,344740,,GEM/2018/B/48844,hopper or tipper,2,Urban Development and Environment Department,17-07-2018,21-07-2018,https://bidplus.gem.gov.in/showbidDocument/344740,Technical Evaluated
GEM/2018/B/43112,303853,,GEM/2018/B/43112,automotive vehicles pneumatic tyres,36,Central Armed Police Forces,07-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/303853,Technical Evaluated
GEM/2018/B/49377,348506,,GEM/2018/B/49377,clinical  cabinets,58,NA,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/348506,Technical Evaluated
GEM/2018/B/48827,344621,,GEM/2018/B/48827,RE-BREATHING BAG OR RESUSCITATOR BAG,100,Health and Family Welfare Department Himachal Pradesh,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/344621,Technical Evaluated
GEM/2018/B/48814,344530,,GEM/2018/B/48814,Rescue Line Launcher,10,Health and Family Welfare Department Himachal Pradesh,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/344530,Technical Evaluated
GEM/2018/B/48425,341688,,GEM/2018/B/48425,propeller type ac ventilating fan-exhaust,2,Higher Education Department Haryana,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/341688,Technical Evaluated
GEM/2018/B/51112,360798,,GEM/2018/B/51112,Utility Vehicles,2,Urban Development Department,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/360798,Technical Evaluated
GEM/2018/B/51052,360371,,GEM/2018/B/51052,"Multimedia Projectors,Projector Screen",2,Department of Defence,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/360371,Technical Evaluated
GEM/2018/B/46068,324860,,GEM/2018/B/46068,Executive Table,1,NA,13-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/324860,Technical Evaluated
GEM/2018/B/50455,356157,,GEM/2018/B/50455,Smart Phone,1,NA,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/356157,Technical Evaluated
GEM/2018/B/50165,354078,,GEM/2018/B/50165,"Gel Pen,Diaries-printed-plain- register-,Sketch Pen (Fibre Tip),Eraser,Gum (Paper Adhesives, Liquid ",147,Department of Defence,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/354078,Technical Evaluated
GEM/2018/B/49515,349479,,GEM/2018/B/49515,Desktops,10,Technical Education Department Himachal Pradesh,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/349479,Technical Evaluated
GEM/2018/B/49869,351992,,GEM/2018/B/49869,Desktops,1,NA,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/351992,Technical Evaluated
GEM/2018/B/48052,339035,,GEM/2018/B/48052,Squeeges or washers- wipers-mopper,30,Department of Defence,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/339035,Technical Evaluated
GEM/2018/B/47854,337628,,GEM/2018/B/47854,propeller type ac ventilating fan-exhaust,50,NA,16-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/337628,Technical Evaluated
GEM/2018/B/47037,331755,,GEM/2018/B/47037,Notebook Computers-laptop,1,NA,14-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/331755,Technical Evaluated
GEM/2018/B/46198,325784,,GEM/2018/B/46198,media control systems or wireless presentation system,2,Ministry of Defence,12-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/325784,Technical Evaluated
GEM/2018/B/46185,325693,,GEM/2018/B/46185,media control systems or wireless presentation system,1,Ministry of Defence,12-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/325693,Technical Evaluated
GEM/2018/B/45929,323873,,GEM/2018/B/45929,Desktops,2,Ministry of Defence,12-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/323873,Technical Evaluated
GEM/2018/B/49542,349689,,GEM/2018/B/49542,Multifunction Machines,8,Department of Health and Family Welfare,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/349689,Technical Evaluated
GEM/2018/B/49492,349318,,GEM/2018/B/49492,Notebook Computers-laptop,9,Department of Health and Family Welfare,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/349318,Technical Evaluated
GEM/2018/B/49962,352650,,GEM/2018/B/49962,revolving chair,1,Higher Education Department Uttar Pradesh,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/352650,Technical Evaluated
GEM/2018/B/50469,356255,,GEM/2018/B/50469,Class Room Desking and Seating,42,NA,19-07-2018,24-07-2018,https://bidplus.gem.gov.in/showbidDocument/356255,Technical Evaluated
GEM/2018/B/50332,355268,,GEM/2018/B/50332,Portable Fire Extinguishers IS 15683,5,Urban Development Department,19-07-2018,24-07-2018,https://bidplus.gem.gov.in/showbidDocument/355268,Technical Evaluated
GEM/2018/B/50962,359734,,GEM/2018/B/50962,Projector Screen,4,Department of Defence,20-07-2018,24-07-2018,https://bidplus.gem.gov.in/showbidDocument/359734,Technical Evaluated
GEM/2018/B/50954,359678,,GEM/2018/B/50954,Multimedia Projectors,4,Department of Defence,20-07-2018,24-07-2018,https://bidplus.gem.gov.in/showbidDocument/359678,Technical Evaluated
GEM/2018/B/51454,363213,,GEM/2018/B/51454,power generators and portable generator,1,Department of Defence,20-07-2018,24-07-2018,https://bidplus.gem.gov.in/showbidDocument/363213,Technical Evaluated
GEM/2018/B/50172,354127,,GEM/2018/B/50172,hdpe pipes for water supply,1000,Urban Development and Environment Department,19-07-2018,24-07-2018,https://bidplus.gem.gov.in/showbidDocument/354127,Technical Evaluated
GEM/2018/B/38874,273739,,GEM/2018/B/38874,ac static watthour meters-Energy meter,70,Department of Defence,09-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/273739,Technical Evaluated
GEM/2018/B/46731,329592,,GEM/2018/B/46731,Air Conditioner,8,College Education Department Rajasthan,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/329592,Technical Evaluated
GEM/2018/B/46704,329403,,GEM/2018/B/46704,breathing apparatus accessories or supplies re breathing bag,2,Department of Health and Family Welfare,13-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/329403,Technical Evaluated
GEM/2018/B/48501,342234,,GEM/2018/B/48501,Liquid Crystal Display LCD Panel or Monitors,3,NA,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/342234,Technical Evaluated
GEM/2018/B/48483,342101,,GEM/2018/B/48483,Vehicle Hiring Service (Long Term),2,Forest and Wildlife Department Delhi,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/342101,Technical Evaluated
GEM/2018/B/48450,341863,,GEM/2018/B/48450,Layer 2 Access Switch,3,NA,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/341863,Technical Evaluated
GEM/2018/B/48243,340400,,GEM/2018/B/48243,Notebook Computers-laptop,1,Department of Higher Education,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/340400,Technical Evaluated
GEM/2018/B/46555,328353,,GEM/2018/B/46555,Desktops,2,NA,13-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/328353,Technical Evaluated
GEM/2018/B/46278,326372,,GEM/2018/B/46278,Printer,1,Ministry of Defence,12-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/326372,Technical Evaluated
GEM/2018/B/46240,326092,,GEM/2018/B/46240,Line Intractive UPS with AVR,7,Ministry of Defence,12-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/326092,Technical Evaluated
GEM/2018/B/46216,325910,,GEM/2018/B/46216,Printer,3,Ministry of Defence,12-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/325910,Technical Evaluated
GEM/2018/B/50480,356332,,GEM/2018/B/50480,"Desktops,Compatible Cartridge,Online UPS",5,Urban Development and Environment Department,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/356332,Technical Evaluated
GEM/2018/B/47969,338447,,GEM/2018/B/47969,"Ball Point Pen,Diaries-printed-plain- register-,Correction pens- white fluid,Envelopes,Envelopes,Env",566,Indian Army,16-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/338447,Technical Evaluated
GEM/2018/B/50517,356591,,GEM/2018/B/50517,thin client computers,13,Department of Defence,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/356591,Technical Evaluated
GEM/2018/B/50065,353371,,GEM/2018/B/50065,All in one,1,Department of Defence,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/353371,Technical Evaluated
GEM/2018/B/39471,277995,,GEM/2018/B/39471,servo control drive-Servo motor operated LVC,1,Gurugram Metropolitan Development Authority,02-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/277995,Technical Evaluated
GEM/2018/B/39426,277680,,GEM/2018/B/39426,Vehicle Hiring Service (Long Term),1,Department of Defence Production and Supply,02-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/277680,Technical Evaluated
GEM/2018/B/7938,55672,,GEM/2018/B/7938,Printer,1,Department of Defence,03-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/55672,Technical Evaluated
GEM/2018/B/7919,55539,,GEM/2018/B/7919,Desktops,7,Department of Defence,03-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/55539,Technical Evaluated
GEM/2018/B/45190,318665,,GEM/2018/B/45190,Portable Fire Extinguishers IS 15683,208,Department of Defence Production and Supply,11-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/318665,Technical Evaluated
GEM/2018/B/50061,353343,,GEM/2018/B/50061,Plastic  Body Evaporative Coolers-DESERT COOLER,5,Central Armed Police Forces,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/353343,Technical Evaluated
GEM/2018/B/48541,342514,,GEM/2018/B/48541,Pest  Control  Service,24,Health and Family Welfare Department Delhi,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/342514,Technical Evaluated
GEM/2018/B/45147,318350,,GEM/2018/B/45147,Portable Fire Extinguishers IS 15683,174,Department of Defence Production and Supply,11-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/318350,Technical Evaluated
GEM/2018/B/49328,348163,,GEM/2018/B/49328,Desktops,1,Higher Education Department Haryana,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/348163,Technical Evaluated
GEM/2018/B/50991,359944,,GEM/2018/B/50991,Online UPS,1,Department of Defence Research & Development,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/359944,Technical Evaluated
GEM/2018/B/43023,303209,,GEM/2018/B/43023,Desktops,1,Urban Development Department,06-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/303209,Technical Evaluated
GEM/2018/B/50959,359713,,GEM/2018/B/50959,Printer,5,NA,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/359713,Technical Evaluated
GEM/2018/B/50852,358957,,GEM/2018/B/50852,Air Conditioner,20,Materials Management,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/358957,Technical Evaluated
GEM/2018/B/49847,351838,,GEM/2018/B/49847,industrial vacuum cleaner,1,Higher Education Department Uttar Pradesh,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/351838,Technical Evaluated
GEM/2018/B/49799,351502,,GEM/2018/B/49799,Printer or photo Copier Paper,20,N/A,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/351502,Technical Evaluated
GEM/2018/B/49476,349206,,GEM/2018/B/49476,"Notebook Computers-laptop,computer mouse or trackballs",2,Department of Agricultural Research and Education (DARE),18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/349206,Technical Evaluated
GEM/2018/B/49417,348786,,GEM/2018/B/49417,All in one,1,Department of Agricultural Research and Education (DARE),18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/348786,Technical Evaluated
GEM/2018/B/49394,348625,,GEM/2018/B/49394,electronic digital postal franking machine,1,Home Department Maharashtra,18-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/348625,Technical Evaluated
GEM/2018/B/30615,215072,,GEM/2018/B/30615,"distribution or control board enclosures &#x28; Distribution board for MCBs&#x29;,distribution or co",26,NA,03-07-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/215072,Technical Evaluated
GEM/2018/B/30566,214729,,GEM/2018/B/30566,"power cord-Flexible electric cable Heating cables  or Wire cotton Power for Heater  ,power cord-Flex",913,NA,03-07-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/214729,Technical Evaluated
GEM/2018/B/44239,311840,,GEM/2018/B/44239,Vehicle Hiring Service (Long Term),13,NA,09-07-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/311840,Technical Evaluated
GEM/2018/B/33400,234770,,GEM/2018/B/33400,portable single operated rectifier type dc arc welding set suitable for manual arc welding process,1,NA,03-07-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/234770,Technical Evaluated
GEM/2018/B/33810,237682,,GEM/2018/B/33810,fume hoods for laboratory with cubboard,1,NA,03-07-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/237682,Technical Evaluated
GEM/2018/B/37101,261104,,GEM/2018/B/37101,built up trucks,10,Home Department Kerala,27-06-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/261104,Technical Evaluated
GEM/2018/B/37060,260817,,GEM/2018/B/37060,cars,10,Home Department Kerala,27-06-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/260817,Technical Evaluated
GEM/2018/B/42736,301151,,GEM/2018/B/42736,sofas,1,NA,09-07-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/301151,Technical Evaluated
GEM/2018/B/40391,284547,,GEM/2018/B/40391, chairs-office,153,NA,03-07-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/284547,Technical Evaluated
GEM/2018/B/43941,309712,,GEM/2018/B/43941,Router,597,Andhra Pradesh State Skill Development Corporation,09-07-2018,18-07-2018,https://bidplus.gem.gov.in/showbidDocument/309712,Technical Evaluated
GEM/2018/B/51253,361799,,GEM/2018/B/51253,dishwashing products,100,Rural Development & Panchayat Department Andaman,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/361799,Technical Evaluated
GEM/2018/B/48722,343837,,GEM/2018/B/48722,Online UPS,1,Department of Personnel and Training,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/343837,Technical Evaluated
GEM/2018/B/48665,343417,,GEM/2018/B/48665,Desktops,4,Department of Personnel and Training,17-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/343417,Technical Evaluated
GEM/2018/B/51144,361022,,GEM/2018/B/51144,Printer,22,Department of Defence,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/361022,Technical Evaluated
GEM/2018/B/51170,361211,,GEM/2018/B/51170,Air Conditioner,5,Higher Education Department Uttar Pradesh,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/361211,Technical Evaluated
GEM/2018/B/46245,326127,,GEM/2018/B/46245,Potable water purification system,4,NA,12-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/326127,Technical Evaluated
GEM/2018/B/50297,355009,,GEM/2018/B/50297,Notebook Computers-laptop,1,Irrigation Department Haryana,20-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/355009,Technical Evaluated
GEM/2018/B/49058,346245,,GEM/2018/B/49058,pvc  aluminium cable,1500,Central Armed Police Forces,19-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/346245,Technical Evaluated
GEM/2018/B/47835,337495,,GEM/2018/B/47835,revolving chair,6,Department of Defence Production and Supply,16-07-2018,23-07-2018,https://bidplus.gem.gov.in/showbidDocument/337495,Technical Evaluated
