"key","bid","bid_no","ra_no","items","quantity","department","startdate","enddate","document","status"
"GEM/2018/B/51496",363521,"","GEM/2018/B/51496","Dental examination chairs",6,"Health and Family Welfare Department Himachal Pradesh","2018-07-21","2018-07-24","https://bidplus.gem.gov.in/showbidDocument/363521","Financial Evaluated"
"GEM/2018/B/51497",363528,"","GEM/2018/B/51497","Dental examination chairs",6,"Health and Family Welfare Department Himachal Pradesh","2018-07-21","2018-07-24","https://bidplus.gem.gov.in/showbidDocument/363528","Financial Evaluated"
"GEM/2018/B/51498",363535,"","GEM/2018/B/51498","Dental examination chairs",1,"Health and Family Welfare Department Himachal Pradesh","2018-07-21","2018-07-24","https://bidplus.gem.gov.in/showbidDocument/363535","Financial Evaluated"
"GEM/2018/B/51517",363668,"","GEM/2018/B/51517","Refrigerated micro-centrifuge",3,"NA","2018-07-21","2018-08-07","https://bidplus.gem.gov.in/showbidDocument/363668","Financial Evaluated"
"GEM/2018/B/51542",363843,"","GEM/2018/B/51542","Human Resource Outsourcing Service",5,"Department of Defence Production and Supply","2018-07-21","2018-07-28","https://bidplus.gem.gov.in/showbidDocument/363843","Financial Evaluated"
"GEM/2018/B/51565",364011,"","GEM/2018/B/51565","lead acid battery",1100,"Department of Heavy Industry","2018-07-21","2018-08-09","https://bidplus.gem.gov.in/showbidDocument/364011","Financial Evaluated"
"GEM/2018/B/51579",364109,"","GEM/2018/B/51579","Vehicle Hiring Service (Long Term)",1,"Department of Defence Production and Supply","2018-07-21","2018-07-28","https://bidplus.gem.gov.in/showbidDocument/364109","Financial Evaluated"
"GEM/2018/B/51582",364130,"","GEM/2018/B/51582","Printer",10,"Department of Defence","2018-07-21","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/364130","Financial Evaluated"
"GEM/2018/B/51734",365201,"","GEM/2018/B/51734","Firewall",1,"Department of Defence","2018-07-21","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/365201","Financial Evaluated"
"GEM/2018/B/51736",365215,"","GEM/2018/B/51736","lead acid battery",20,"Department of Defence","2018-07-21","2018-07-28","https://bidplus.gem.gov.in/showbidDocument/365215","Financial Evaluated"
"GEM/2018/B/51738",365229,"","GEM/2018/B/51738","waste containers or rigid liners- Dust bin or Garbage Bin or Household Bin",8,"Urban Development Department","2018-07-21","2018-07-27","https://bidplus.gem.gov.in/showbidDocument/365229","Financial Evaluated"
"GEM/2018/B/51743",365264,"","GEM/2018/B/51743","Line Intractive UPS with AVR",12,"Department of Defence","2018-07-21","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/365264","Financial Evaluated"
"GEM/2018/B/51748",365299,"","GEM/2018/B/51748","Desktops",6,"Department of Defence","2018-07-21","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/365299","Financial Evaluated"
"GEM/2018/B/5176",36341,"","GEM/2018/B/5176","Desktops",2,"Department of Revenue","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36341","Financial Evaluated"
"GEM/2018/B/5181",36376,"","GEM/2018/B/5181","mattresses or sleep sets mattress kapok jss specification",60,"Department of Defence","2018-04-26","2018-05-15","https://bidplus.gem.gov.in/showbidDocument/36376","Financial Evaluated"
"GEM/2018/B/51902",366377,"","GEM/2018/B/51902","trolleys or accessories",2,"Urban Development and Environment Department","2018-07-21","2018-07-28","https://bidplus.gem.gov.in/showbidDocument/366377","Financial Evaluated"
"GEM/2018/B/51950",366713,"","GEM/2018/B/51950","Printer",5,"N/A","2018-07-21","2018-08-11","https://bidplus.gem.gov.in/showbidDocument/366713","Financial Evaluated"
"GEM/2018/B/5196",36481,"","GEM/2018/B/5196","Multifunction Machines",20,"Department of Revenue","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36481","Financial Evaluated"
"GEM/2018/B/51984",366958,"","GEM/2018/B/51984","Notebook Computers-laptop",4,"Department of Defence Production and Supply","2018-07-22","2018-08-11","https://bidplus.gem.gov.in/showbidDocument/366958","Financial Evaluated"
"GEM/2018/B/51992",367014,"","GEM/2018/B/51992","acute care monitoring units and related products-patient monitors",1,"Department of Defence Production and Supply","2018-07-22","2018-08-11","https://bidplus.gem.gov.in/showbidDocument/367014","Financial Evaluated"
"GEM/2018/B/52001",367077,"","GEM/2018/B/52001","Printer",3,"Department of Defence Production and Supply","2018-07-22","2018-08-11","https://bidplus.gem.gov.in/showbidDocument/367077","Financial Evaluated"
"GEM/2018/B/52040",367350,"","GEM/2018/B/52040","Desktops",4,"Department of Defence","2018-07-22","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/367350","Financial Evaluated"
"GEM/2018/B/52047",367406,"","GEM/2018/B/52047","Garden sword,Pick Axe,SPADE,Shovel Belcha,Axes",380,"Central Armed Police Forces","2018-07-22","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/367406","Financial Evaluated"
"GEM/2018/B/52080",367637,"","GEM/2018/B/52080","Line Intractive UPS with AVR",2,"Department of Defence","2018-07-23","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/367637","Financial Evaluated"
"GEM/2018/B/52081",367644,"","GEM/2018/B/52081","virtualisation cloud software",32,"NA","2018-07-23","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/367644","Financial Evaluated"
"GEM/2018/B/52087",367686,"","GEM/2018/B/52087","Portable Fire Extinguishers IS 15683",184,"INDIAN AIR FORCE","2018-07-23","2018-08-07","https://bidplus.gem.gov.in/showbidDocument/367686","Financial Evaluated"
"GEM/2018/B/52113",367875,"","GEM/2018/B/52113","SPARE /  Add on Battery Packs  for Transreceiver-Handheld",2800,"Home Department Uttar Pradesh","2018-07-24","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/367875","Financial Evaluated"
"GEM/2018/B/52124",367952,"","GEM/2018/B/52124","Drinking Water Cooler",2,"Department of Commerce","2018-07-23","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/367952","Financial Evaluated"
"GEM/2018/B/52169",368281,"","GEM/2018/B/52169","tents tent extendable frame supported complete with accessories",100,"Central Armed Police Forces","2018-07-23","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/368281","Financial Evaluated"
"GEM/2018/B/52173",368309,"","GEM/2018/B/52173","Digital Transceiver-MOBILE RADIO",97,"NA","2018-07-25","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/368309","Financial Evaluated"
"GEM/2018/B/52177",368337,"","GEM/2018/B/52177","knit cotton fabrics vest cotton and cotton short drawers",10719,"Central Armed Police Forces","2018-07-23","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/368337","Financial Evaluated"
"GEM/2018/B/52186",368400,"","GEM/2018/B/52186","Desktops",18,"Health and Family Welfare Department Delhi","2018-07-24","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/368400","Financial Evaluated"
"GEM/2018/B/52197",368477,"","GEM/2018/B/52197","plywood",100,"Department of Defence Production and Supply","2018-07-23","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/368477","Financial Evaluated"
"GEM/2018/B/52212",368589,"","GEM/2018/B/52212","LED Luminaire (For Road and Street Lights)",107,"Higher Education Department Haryana","2018-07-23","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/368589","Financial Evaluated"
"GEM/2018/B/52242",368799,"","GEM/2018/B/52242","Microphone,media control systems or wireless presentation system,media control systems or wireless p",14,"Central Armed Police Forces","2018-07-23","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/368799","Financial Evaluated"
"GEM/2018/B/52247",368834,"","GEM/2018/B/52247","Multimedia Projectors,Projector Screen",4,"Department of Defence Research & Development","2018-07-23","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/368834","Financial Evaluated"
"GEM/2018/B/52252",368883,"","GEM/2018/B/52252","Vehicle Hiring Service (Long Term)",1,"Department of Defence Production and Supply","2018-07-23","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/368883","Financial Evaluated"
"GEM/2018/B/52294",369205,"","GEM/2018/B/52294","pen drive or flash drive",45,"NA","2018-07-23","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/369205","Financial Evaluated"
"GEM/2018/B/52295",369212,"","GEM/2018/B/52295","computer servers",5,"Department of Defence","2018-07-23","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/369212","Financial Evaluated"
"GEM/2018/B/52339",369548,"","GEM/2018/B/52339"," chairs-office",13,"Agriculture Department Rajasthan","2018-07-23","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/369548","Financial Evaluated"
"GEM/2018/B/52365",369737,"","GEM/2018/B/52365","Compatible Cartridge,Compatible Cartridge,Compatible Cartridge",3,"Governors Office(Raj Bhavan)","2018-07-23","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/369737","Financial Evaluated"
"GEM/2018/B/52373",369793,"","GEM/2018/B/52373","Online UPS",4,"Health and Family Welfare Department Delhi","2018-07-24","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/369793","Financial Evaluated"
"GEM/2018/B/52468",370458,"","GEM/2018/B/52468","Televisions",1,"Department of Higher Education","2018-07-25","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/370458","Financial Evaluated"
"GEM/2018/B/52474",370500,"","GEM/2018/B/52474","Vehicle Hiring Service (Long Term)",1,"Department of Defence Research & Development","2018-07-23","2018-08-07","https://bidplus.gem.gov.in/showbidDocument/370500","Financial Evaluated"
"GEM/2018/B/52489",370612,"","GEM/2018/B/52489","labels   stickers",600,"Department of Posts","2018-07-23","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/370612","Financial Evaluated"
"GEM/2018/B/52492",370633,"","GEM/2018/B/52492","Printer",36,"Skill Development and Entrepreneurship Department Maharashtra","2018-07-23","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/370633","Financial Evaluated"
"GEM/2018/B/52534",370948,"","GEM/2018/B/52534","OEM Cartridge/ Consumable,OEM Cartridge/ Consumable",53,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/370948","Financial Evaluated"
"GEM/2018/B/52544",371025,"","GEM/2018/B/52544","OEM Cartridge/ Consumable,OEM Cartridge/ Consumable",7,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/371025","Financial Evaluated"
"GEM/2018/B/52547",371046,"","GEM/2018/B/52547","power cable for direct burial xlpe ugac cable",16400,"NA","2018-07-23","2018-07-27","https://bidplus.gem.gov.in/showbidDocument/371046","Financial Evaluated"
"GEM/2018/B/5255",36894,"","GEM/2018/B/5255","shirting angola",1477,"Central Armed Police Forces","2018-04-26","2018-05-08","https://bidplus.gem.gov.in/showbidDocument/36894","Financial Evaluated"
"GEM/2018/B/52558",371123,"","GEM/2018/B/52558","OEM Cartridge/ Consumable",14,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/371123","Financial Evaluated"
"GEM/2018/B/52567",371186,"","GEM/2018/B/52567","stapler pin,stapler pin,Stapler,Stapler,Marking Pen- permanent, highlighter,self adhesive flags,Eras",1569,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/371186","Financial Evaluated"
"GEM/2018/B/52579",371270,"","GEM/2018/B/52579","Multifunction Machines",1,"N/A","2018-07-23","2018-08-07","https://bidplus.gem.gov.in/showbidDocument/371270","Financial Evaluated"
"GEM/2018/B/52580",371277,"","GEM/2018/B/52580","hopper or tipper",4,"Urban Development Department","2018-07-23","2018-07-26","https://bidplus.gem.gov.in/showbidDocument/371277","Financial Evaluated"
"GEM/2018/B/52602",371438,"","GEM/2018/B/52602","scales (Steel scale)",84,"Department of Defence","2018-07-28","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/371438","Financial Evaluated"
"GEM/2018/B/52606",371466,"","GEM/2018/B/52606","tape dispensers,poker or awl",117,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/371466","Financial Evaluated"
"GEM/2018/B/52609",371487,"","GEM/2018/B/52609","transparent tape,transparent tape,transparent tape,transparent tape",468,"Department of Defence","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/371487","Financial Evaluated"
"GEM/2018/B/52633",371655,"","GEM/2018/B/52633","OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consumable",13,"Department of Defence","2018-07-25","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/371655","Financial Evaluated"
"GEM/2018/B/52635",371669,"","GEM/2018/B/52635","water tanker mounted on two wheels trailer",2,"Urban Development and Environment Department","2018-07-23","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/371669","Financial Evaluated"
"GEM/2018/B/5267",36978,"","GEM/2018/B/5267","OEM Cartridge",1,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/36978","Financial Evaluated"
"GEM/2018/B/52696",372103,"","GEM/2018/B/52696","diesel generators- DG Sets",1,"Central Armed Police Forces","2018-07-24","2018-07-27","https://bidplus.gem.gov.in/showbidDocument/372103","Financial Evaluated"
"GEM/2018/B/527",3788,"","GEM/2018/B/527"," chairs-office",41,"Central Police Organisation","2018-04-17","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/3788","Financial Evaluated"
"GEM/2018/B/52718",372257,"","GEM/2018/B/52718","OEM Cartridge/ Consumable",2,"NA","2018-07-24","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/372257","Financial Evaluated"
"GEM/2018/B/52733",372362,"","GEM/2018/B/52733","power cable for direct burial xlpe ugac cable",27960,"NA","2018-07-24","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/372362","Financial Evaluated"
"GEM/2018/B/52734",372369,"","GEM/2018/B/52734","OEM Cartridge/ Consumable",2,"NA","2018-07-24","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/372369","Financial Evaluated"
"GEM/2018/B/52747",372460,"","GEM/2018/B/52747","OEM Cartridge/ Consumable",2,"NA","2018-07-24","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/372460","Financial Evaluated"
"GEM/2018/B/52760",372551,"","GEM/2018/B/52760","OEM Cartridge/ Consumable",2,"NA","2018-07-24","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/372551","Financial Evaluated"
"GEM/2018/B/5284",37097,"","GEM/2018/B/5284","Drinking Water Cooler",2,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/37097","Financial Evaluated"
"GEM/2018/B/52887",373447,"","GEM/2018/B/52887","single texture white rubberized waterproof nylon fabric rain capes with attached hood",186,"Water Supply and Sanitation Department Maharashtra","2018-07-24","2018-08-09","https://bidplus.gem.gov.in/showbidDocument/373447","Financial Evaluated"
"GEM/2018/B/52917",373664,"","GEM/2018/B/52917","Security Manpower Service",4,"NA","2018-07-30","2018-08-13","https://bidplus.gem.gov.in/showbidDocument/373664","Financial Evaluated"
"GEM/2018/B/52957",373944,"","GEM/2018/B/52957","OEM Cartridge/ Consumable",74,"NA","2018-07-24","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/373944","Financial Evaluated"
"GEM/2018/B/52986",374147,"","GEM/2018/B/52986","kerosene oil fired bhukhari with exhaust pipe",12,"Central Armed Police Forces","2018-07-24","2018-08-08","https://bidplus.gem.gov.in/showbidDocument/374147","Financial Evaluated"
"GEM/2018/B/5302",37223,"","GEM/2018/B/5302","Printer",5,"NA","2018-04-26","2018-05-10","https://bidplus.gem.gov.in/showbidDocument/37223","Financial Evaluated"
"GEM/2018/B/53034",374483,"","GEM/2018/B/53034","Gel Pen,Marking Pen- permanent, highlighter,Marking Pen- permanent, highlighter,Diaries-printed-plai",805,"Department of Defence Production and Supply","2018-07-24","2018-08-08","https://bidplus.gem.gov.in/showbidDocument/374483","Financial Evaluated"
"GEM/2018/B/53036",374497,"","GEM/2018/B/53036","automatic line voltage corrector or step type auto transformer",1,"Department of Higher Education","2018-07-24","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/374497","Financial Evaluated"
"GEM/2018/B/53054",374623,"","GEM/2018/B/53054","metal cleaners or polishes",600,"Department of Defence","2018-07-24","2018-07-27","https://bidplus.gem.gov.in/showbidDocument/374623","Financial Evaluated"
"GEM/2018/B/53057",374651,"","GEM/2018/B/53057","OEM Cartridge/ Consumable",5,"Finance Department Bihar","2018-07-24","2018-07-27","https://bidplus.gem.gov.in/showbidDocument/374651","Financial Evaluated"
"GEM/2018/B/53068",374735,"","GEM/2018/B/53068","Line Intractive UPS with AVR",14,"Department of Defence","2018-07-24","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/374735","Financial Evaluated"
"GEM/2018/B/53082",374833,"","GEM/2018/B/53082","Security Manpower Service",9,"Health and Family Welfare Department Delhi","2018-07-25","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/374833","Financial Evaluated"
"GEM/2018/B/53096",374931,"","GEM/2018/B/53096","Tablet Based Biometric Attendance System",80,"Electronics and Information Technology Department Haryana","2018-07-24","2018-08-08","https://bidplus.gem.gov.in/showbidDocument/374931","Financial Evaluated"
"GEM/2018/B/53114",375057,"","GEM/2018/B/53114","brooms",500,"Urban Local Bodies","2018-07-24","2018-07-27","https://bidplus.gem.gov.in/showbidDocument/375057","Financial Evaluated"
"GEM/2018/B/53138",375232,"","GEM/2018/B/53138","Embedded Linux Based Biometric Attendance System",10,"Department of Personnel and Training","2018-07-24","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/375232","Financial Evaluated"
"GEM/2018/B/53192",375610,"","GEM/2018/B/53192","Multimedia Projectors",7,"School Education Department Punjab","2018-07-24","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/375610","Financial Evaluated"
"GEM/2018/B/53239",375953,"","GEM/2018/B/53239","Notebook Computers-laptop",17,"NA","2018-07-31","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/375953","Financial Evaluated"
"GEM/2018/B/53255",376065,"","GEM/2018/B/53255","Human Resource Outsourcing Service",1,"NA","2018-07-24","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/376065","Financial Evaluated"
"GEM/2018/B/53293",376338,"","GEM/2018/B/53293","OEM Cartridge/ Consumable",6,"NA","2018-07-24","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/376338","Financial Evaluated"
"GEM/2018/B/53340",376695,"","GEM/2018/B/53340","Desktops",65,"NA","2018-07-24","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/376695","Financial Evaluated"
"GEM/2018/B/53348",376751,"","GEM/2018/B/53348","OEM Cartridge/ Consumable",10,"NA","2018-07-25","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/376751","Financial Evaluated"
"GEM/2018/B/53409",377199,"","GEM/2018/B/53409","Online UPS",2,"NA","2018-07-24","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/377199","Financial Evaluated"
"GEM/2018/B/53427",377332,"","GEM/2018/B/53427","Notebook Computers-laptop",2,"Department of States","2018-07-24","2018-07-27","https://bidplus.gem.gov.in/showbidDocument/377332","Financial Evaluated"
"GEM/2018/B/53438",377409,"","GEM/2018/B/53438","OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consuma",4,"Department of Home","2018-07-24","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/377409","Financial Evaluated"
"GEM/2018/B/53447",377472,"","GEM/2018/B/53447","Printer",9,"Department of Defence","2018-07-26","2018-08-15","https://bidplus.gem.gov.in/showbidDocument/377472","Financial Evaluated"
"GEM/2018/B/53480",377717,"","GEM/2018/B/53480","Inverter with sine wave output",2,"Central Armed Police Forces","2018-07-24","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/377717","Financial Evaluated"
"GEM/2018/B/53487",377773,"","GEM/2018/B/53487","Desktops",3,"Department of Defence","2018-07-24","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/377773","Financial Evaluated"
"GEM/2018/B/53499",377857,"","GEM/2018/B/53499","lead acid battery",35,"Central Armed Police Forces","2018-07-24","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/377857","Financial Evaluated"
"GEM/2018/B/53510",377934,"","GEM/2018/B/53510","Professional Large Format Display",1,"College Education Department Rajasthan","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/377934","Financial Evaluated"
"GEM/2018/B/53555",378249,"","GEM/2018/B/53555","Storage System",1,"Department of Defence","2018-07-25","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/378249","Financial Evaluated"
"GEM/2018/B/53562",378298,"","GEM/2018/B/53562","Layer 2 Access Switch",1,"Department of Defence","2018-07-25","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/378298","Financial Evaluated"
"GEM/2018/B/53564",378312,"","GEM/2018/B/53564","Portable Fire Extinguishers IS 15683",100,"Materials Management","2018-07-25","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/378312","Financial Evaluated"
"GEM/2018/B/53623",378732,"","GEM/2018/B/53623","sofas",52,"Materials Management","2018-07-25","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/378732","Financial Evaluated"
"GEM/2018/B/53668",379047,"","GEM/2018/B/53668","Notebook Computers-laptop",3,"NA","2018-07-25","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/379047","Financial Evaluated"
"GEM/2018/B/53701",379278,"","GEM/2018/B/53701","Air Conditioner",2,"NA","2018-07-26","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/379278","Financial Evaluated"
"GEM/2018/B/53709",379334,"","GEM/2018/B/53709","Ceiling Fan",4538,"NA","2018-07-25","2018-08-10","https://bidplus.gem.gov.in/showbidDocument/379334","Financial Evaluated"
"GEM/2018/B/53719",379404,"","GEM/2018/B/53719","All in one",100,"Department of Home","2018-07-31","2018-08-14","https://bidplus.gem.gov.in/showbidDocument/379404","Financial Evaluated"
"GEM/2018/B/53727",379460,"","GEM/2018/B/53727","santry post",1,"Water Supply and Sanitation Department Maharashtra","2018-07-25","2018-08-16","https://bidplus.gem.gov.in/showbidDocument/379460","Financial Evaluated"
"GEM/2018/B/53743",379572,"","GEM/2018/B/53743","Ceiling Fan",100,"Agriculture Department Uttarakhand","2018-07-25","2018-08-11","https://bidplus.gem.gov.in/showbidDocument/379572","Financial Evaluated"
"GEM/2018/B/53775",379796,"","GEM/2018/B/53775","power cable for direct burial xlpe ugac cable",500,"Department of Defence","2018-07-25","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/379796","Financial Evaluated"
"GEM/2018/B/53931",380895,"","GEM/2018/B/53931","Multifunction Machines",1,"NA","2018-07-27","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/380895","Financial Evaluated"
"GEM/2018/B/53950",381028,"","GEM/2018/B/53950","Modular Toilet",1,"Water Supply and Sanitation Department Maharashtra","2018-07-25","2018-08-16","https://bidplus.gem.gov.in/showbidDocument/381028","Financial Evaluated"
"GEM/2018/B/53986",381287,"","GEM/2018/B/53986","OEM Cartridge/ Consumable",3,"NA","2018-07-25","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/381287","Financial Evaluated"
"GEM/2018/B/540",3879,"","GEM/2018/B/540","Multifunction Machines",1,"Department of Defence Research & Development","2018-04-18","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/3879","Financial Evaluated"
"GEM/2018/B/54001",381392,"","GEM/2018/B/54001","OEM Cartridge/ Consumable",3,"NA","2018-07-25","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/381392","Financial Evaluated"
"GEM/2018/B/54013",381476,"","GEM/2018/B/54013","OEM Cartridge/ Consumable",3,"NA","2018-07-25","2018-08-01","https://bidplus.gem.gov.in/showbidDocument/381476","Financial Evaluated"
"GEM/2018/B/54065",381847,"","GEM/2018/B/54065","pressure sensitive adhesive plasticized pvc tapes with nonthermosetting adhesive,pressure sensitive ",234,"NA","2018-07-26","2018-08-04","https://bidplus.gem.gov.in/showbidDocument/381847","Financial Evaluated"
"GEM/2018/B/54071",381896,"","GEM/2018/B/54071","Online UPS",9,"Training and Technical Education Department Delhi","2018-07-25","2018-08-02","https://bidplus.gem.gov.in/showbidDocument/381896","Financial Evaluated"
"GEM/2018/B/54074",381917,"","GEM/2018/B/54074","Human Resource Outsourcing Service",24,"Department of Land Resources (DLR) ","2018-07-25","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/381917","Financial Evaluated"
"GEM/2018/B/5414",38007,"","GEM/2018/B/5414","All in one",26,"NA","2018-04-26","2018-05-04","https://bidplus.gem.gov.in/showbidDocument/38007","Financial Evaluated"
"GEM/2018/B/54149",382442,"","GEM/2018/B/54149","All in one",1583,"NA","2018-07-25","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/382442","Financial Evaluated"
"GEM/2018/B/54206",382876,"","GEM/2018/B/54206","Canteen Service",50,"NA","2018-07-25","2018-08-14","https://bidplus.gem.gov.in/showbidDocument/382876","Financial Evaluated"
"GEM/2018/B/54209",382897,"","GEM/2018/B/54209","Multimedia Projectors",1,"Department of Posts","2018-07-27","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/382897","Financial Evaluated"
"GEM/2018/B/54292",383485,"","GEM/2018/B/54292","Desktops",1,"Department of Higher Education Madhya Pradesh","2018-08-01","2018-08-17","https://bidplus.gem.gov.in/showbidDocument/383485","Financial Evaluated"
"GEM/2018/B/54307",383597,"","GEM/2018/B/54307","OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consumable,OEM Cartridge/ Consuma",70,"Central Armed Police Forces","2018-07-25","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/383597","Financial Evaluated"
"GEM/2018/B/54324",383716,"","GEM/2018/B/54324","self adhesive flags,Ball Point Pen,Ball Point Pen",140,"N/A","2018-07-25","2018-07-28","https://bidplus.gem.gov.in/showbidDocument/383716","Financial Evaluated"
"GEM/2018/B/54335",383793,"","GEM/2018/B/54335","Human Resource Outsourcing Service",2,"Department of Defence","2018-07-27","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/383793","Financial Evaluated"
"GEM/2018/B/54337",383807,"","GEM/2018/B/54337","Squeeges or washers- wipers-mopper",4,"Central Police Organisation","2018-07-25","2018-07-28","https://bidplus.gem.gov.in/showbidDocument/383807","Financial Evaluated"
"GEM/2018/B/54343",383849,"","GEM/2018/B/54343","Online UPS",1,"Revenue Department Uttar Pradesh","2018-07-31","2018-08-04","https://bidplus.gem.gov.in/showbidDocument/383849","Financial Evaluated"
"GEM/2018/B/54361",383975,"","GEM/2018/B/54361","Online UPS",3,"Central Armed Police Forces","2018-07-25","2018-08-06","https://bidplus.gem.gov.in/showbidDocument/383975","Financial Evaluated"
"GEM/2018/B/54371",384045,"","GEM/2018/B/54371","lead acid battery",1000,"Energy Department Jharkhand","2018-07-26","2018-07-31","https://bidplus.gem.gov.in/showbidDocument/384045","Financial Evaluated"
"GEM/2018/B/54381",384115,"","GEM/2018/B/54381","green waste reprocessor",5,"Central Armed Police Forces","2018-07-26","2018-07-30","https://bidplus.gem.gov.in/showbidDocument/384115","Financial Evaluated"
"GEM/2018/B/54409",384311,"","GEM/2018/B/54409","Line Intractive UPS with AVR",12,"Department of Defence","2018-07-26","2018-08-15","https://bidplus.gem.gov.in/showbidDocument/384311","Financial Evaluated"
"GEM/2018/B/54413",384339,"","GEM/2018/B/54413","Multifunction Machines",1,"Department of Defence","2018-07-26","2018-08-15","https://bidplus.gem.gov.in/showbidDocument/384339","Financial Evaluated"
"GEM/2018/B/54418",384374,"","GEM/2018/B/54418","automatic line voltage corrector or step type auto transformer",19,"Central Armed Police Forces","2018-07-26","2018-08-03","https://bidplus.gem.gov.in/showbidDocument/384374","Financial Evaluated"
"GEM/2018/B/54419",384381,"","GEM/2018/B/54419","Desktops",4,"Department of Defence","2018-07-26","2018-08-15","https://bidplus.gem.gov.in/showbidDocument/384381","Financial Evaluated"
